city,tmpd,dptp,date,pm10tmean2,o3tmean2,no2tmean2
chic,78,63.9,2002-06-24,88,54.448412698,37.985144928
chic,81,70.3,2002-06-25,39.833333333,19.888468013,33.735984848
chic,79,66.4,2002-06-26,26.5,34.366545894,20.915422078
chic,74,64.3,2002-06-27,18,23.515096618,16.556521739
chic,74,60.3,2002-06-28,29,17.310487118,25.416666667
chic,74,63.6,2002-06-29,37,30.550925926,27.616666667
chic,81,73.1,2002-06-30,38.5,39.455729167,18.516666667
chic,84,70.6,2002-07-01,65,23.174013688,19.308333333
chic,84,65.8,2002-07-02,69.5,22.778381643,20.235507246
chic,84,70,2002-07-03,95,36.378396739,31.369163026
chic,80,68.3,2002-07-04,35.5,33.377604167,14.675
chic,75,60.7,2002-07-05,16.5,30.564814815,10.8
chic,75,61,2002-07-06,24.5,36.319444444,23.908333333
chic,77,64.6,2002-07-07,44.6,51.143518519,27.779166667
chic,81,70.4,2002-07-08,64,45.349692578,27.678571429
chic,74,70.2,2002-07-09,32,31.561392915,16.886594203
chic,74,60.1,2002-07-10,19,31.304045894,10.902355072
chic,69,52.9,2002-07-11,17,32.134963768,12.659090909
chic,68,53.5,2002-07-12,24.5,38.795153986,19.794565217
chic,70,53.4,2002-07-13,23.8,44.46875,21.508333333
chic,72,53,2002-07-14,27.5,45.119791667,30.616666667
chic,76,60.4,2002-07-15,51,42.839031339,44.93452381
chic,79,62.7,2002-07-16,63,42.097624799,36.008333333
chic,78,66.3,2002-07-17,91.5,40.225543478,40.655698287
chic,82,66.2,2002-07-18,72.5,44.980454911,26.069047619
chic,74,65.1,2002-07-19,34.833333333,27.375100644,18.2125
chic,76,66.7,2002-07-20,39,39.710648148,18.5875
chic,87,74.9,2002-07-21,35,42.178240741,15.108333333
chic,83,70.3,2002-07-22,44,33.671296296,22.933333333
chic,70,57.4,2002-07-23,7.5,27.946155395,11.184963768
chic,71,52.6,2002-07-24,18.5,34.004528986,16.287121212
chic,73,64.8,2002-07-25,30.2,27.495571659,30.75
chic,79,71.7,2002-07-26,51.5,36.838264895,28.791666667
chic,80,73.8,2002-07-27,28,28.916666667,21.358333333
chic,81,74.6,2002-07-28,23.5,28.493055556,17.158333333
chic,77,71.4,2002-07-29,24.5,20.61763468,21.608333333
chic,80,68.9,2002-07-30,27.5,33.535929952,33.966238472
chic,82,68.1,2002-07-31,30.833333333,34.353462158,34.478219697
chic,85,74,2002-08-01,56.5,39.983796296,26.822916667
chic,72,62.2,2002-08-02,11.5,31.24537037,17.518385781
chic,75,66.9,2002-08-03,38.5,40.930555556,23.583333333
chic,82,72.1,2002-08-04,47.5,43.541666667,18.641666667
chic,77,68.4,2002-08-05,17,35.710648148,17.929166667
chic,69,56.6,2002-08-06,11,23.565336334,9.5541666667
chic,67,54.9,2002-08-07,12,25.470410628,14.4875
chic,69,58.1,2002-08-08,20.5,29.193291612,19.005735931
chic,70,58.4,2002-08-09,33.5,39.406782354,27.92
chic,74,62.6,2002-08-10,41.5,47.893518519,29.908333333
chic,80,67.4,2002-08-11,46,51.083333333,20.691666667
chic,79,68.6,2002-08-12,40,41.833067999,19.642857143
chic,76,70,2002-08-13,29.5,29.800925926,19.897134387
chic,70,63.8,2002-08-14,24.5,15.834641707,19.519264069
chic,74,68,2002-08-15,39.5,25.544960474,19.225378788
chic,75,69,2002-08-16,24,14.042763158,22.983333333
chic,76,69.3,2002-08-17,32,23.513888889,12.491666667
chic,66,53.4,2002-08-18,19.166666667,24.506944444,17.883333333
chic,66,61.3,2002-08-19,12,19.390277778,19.079166667
chic,66,58,2002-08-20,22.5,19.707729469,25.419565217
chic,75,70,2002-08-21,41,31.357067047,21.029166667
chic,74,69.9,2002-08-22,16,25.506743156,26.3
chic,73,70.2,2002-08-23,18,20.383856683,22.961730072
chic,74,67.8,2002-08-24,27.833333333,21.386574074,22.867300725
chic,74,67.7,2002-08-25,22.5,28.178240741,21.572916667
chic,74,65.6,2002-08-26,17,25.023148148,15.755208333
chic,74,68,2002-08-27,23,32.817230274,16.119791667
chic,72,64.7,2002-08-28,20,27.601851852,13.652272727
chic,70,62.7,2002-08-29,24,38.27928744,19.507246377
chic,73,63.3,2002-08-30,35.4,42.206924316,22.629166667
chic,73,63.5,2002-08-31,36,45.997685185,21.391666667
chic,74,66.2,2002-09-01,45,37.787037037,24.566666667
chic,74,68.8,2002-09-02,46.5,43.800925926,14.370833333
chic,72,57.3,2002-09-03,17.5,25.372181965,20.189393939
chic,72,57,2002-09-04,34.5,21.158413849,27.596195652
chic,72,60.5,2002-09-05,24,25.239606207,18.859601449
chic,71,61,2002-09-06,33,31.682971014,37.279166667
chic,74,61.8,2002-09-07,59.5,38.82037037,40.058333333
chic,76,66,2002-09-08,65,42.884259259,39.625
chic,78,69.5,2002-09-09,70.5,29.062097424,45.258333333
chic,76,64.9,2002-09-10,75.5,27.186896135,29.116666667
chic,64,50.8,2002-09-11,15.5,22.849738325,19.510416667
chic,64,52.6,2002-09-12,47,16.988489972,34.601490448
chic,64,55,2002-09-13,51,25.654468599,38.203804348
chic,68,57.3,2002-09-14,41,37.476851852,32.927083333
chic,63,56.4,2002-09-15,9,26.946759259,11.072916667
chic,62,51.9,2002-09-16,34,14.725845411,32.9375
chic,65,56.2,2002-09-17,41.333333333,24.571814156,39.238095238
chic,71,66.1,2002-09-18,31,25.058501684,28.68305336
chic,76,71.5,2002-09-19,42,14.314640975,20.989583333
chic,67,66.6,2002-09-20,40,9.6382850242,17.916666667
chic,69,56.7,2002-09-21,18,24.075520833,19.03125
chic,56,45.2,2002-09-22,12.5,17.817708333,18.916666667
chic,54,41.6,2002-09-23,21,17.328787879,26.805059524
chic,52,41.5,2002-09-24,15,18.284319646,22.677083333
chic,59,47.6,2002-09-25,37,18.415477236,27.52585639
chic,62,53.8,2002-09-26,53,21.468410326,36.554924242
chic,60,55.2,2002-09-27,21.5,27.17017663,20.88125
chic,62,57,2002-09-28,38,28.388020833,21.833333333
chic,72,63.7,2002-09-29,40.333333333,36.276041667,16.84375
chic,77,56.9,2002-09-30,56.5,36.564829193,22.575892857
chic,75,64.8,2002-10-01,45,25.544270833,31.870265152
chic,66,62.7,2002-10-02,23,16.976675725,23.604166667
chic,61,58.5,2002-10-03,23.5,14.369678442,17.208333333
chic,63,59.3,2002-10-04,19,15.157155797,17.416666667
chic,55,44.2,2002-10-05,17.666666667,13.270833333,20.364583333
chic,58,45.7,2002-10-06,14,23.1484375,15.5625
chic,48,33.4,2002-10-07,14.5,13.997395833,24.884769669
chic,56,37.4,2002-10-08,35.5,9.5892857143,30.895833333
chic,57,48.5,2002-10-09,44.5,9.5737401186,31.078598485
chic,62,51.1,2002-10-10,51.5,10.572916667,33.760416667
chic,61,50.6,2002-10-11,54.833333333,10.707087862,34.666666667
chic,61,54.1,2002-10-12,28.5,14.21875,21.472222222
chic,42,27.5,2002-10-13,9.5,15.559895833,17.416666667
chic,44,27.1,2002-10-14,27.5,10.169270833,29.166666667
chic,50,33.5,2002-10-15,30,11.127151268,29.27020202
chic,42,30.9,2002-10-16,12.5,14.832087862,26.602092352
chic,41,35.8,2002-10-17,20.5,6.2156929348,28.222222222
chic,49,42,2002-10-18,42,7.125,25.638888889
chic,42,32.4,2002-10-19,10,14.822916667,19.902777778
chic,41,31.2,2002-10-20,19,11.877604167,24.736111111
chic,45,35.3,2002-10-21,42,11.325520833,32.502525253
chic,44,34.8,2002-10-22,21,8.6073369565,23.838164251
chic,43,37.8,2002-10-23,14.333333333,12.712991718,20.195652174
chic,44,38.3,2002-10-24,11,11.5936853,21.319444444
chic,45,43.2,2002-10-25,29,5.3697916667,21.634963768
chic,43,39.8,2002-10-26,14.5,4.1953125,20.114583333
chic,42,31,2002-10-27,9,14.007612179,16.802083333
chic,44,36.3,2002-10-28,11,18.049689441,16.8125
chic,44,34.5,2002-10-29,12.333333333,18.148809524,16.257440476
chic,45,35,2002-10-30,9,20.161684783,20.138134058
chic,40,32.1,2002-10-31,16,8.9827898551,26.125
chic,33,19.9,2002-11-01,18.5,11.789393939,21.934782609
chic,38,22.6,2002-11-02,21,11.041666667,21.822916667
chic,36,27.9,2002-11-03,20,6.9083333333,22.6875
chic,39,30,2002-11-04,36.666666667,6.9447826087,28.349702381
chic,38,35.4,2002-11-05,29.5,2.3854166667,28.740036232
chic,40,33.7,2002-11-06,27,8.3451086957,23.375
chic,44,35.6,2002-11-07,51.5,11.031702899,26.480460663
chic,56,36.7,2002-11-08,39,22.364583333,21.979166667
chic,58,52.7,2002-11-09,37,23.333333333,14.083333333
chic,51,53.1,2002-11-10,26.5,14.729166667,12.46875
chic,39,34.5,2002-11-11,24,4.1770833333,16.59375
chic,40,30.5,2002-11-12,21,6.0406785244,22.958333333
chic,46,34.2,2002-11-13,36.5,6.7798913043,23.461309524
chic,47,37.9,2002-11-14,17.5,12.197916667,21.439764493
chic,38,28.6,2002-11-15,4,29.104166667,14.25
chic,34,25.8,2002-11-16,7.1666666667,27.364583333,14.447916667
chic,32,25.8,2002-11-17,11.5,14.635416667,25.072916667
chic,35,30.4,2002-11-18,36.5,2.884057971,33.195075758
chic,44,33.5,2002-11-19,22,5.4954710145,24.177083333
chic,44,34,2002-11-20,32.5,3.3020833333,30.40625
chic,39,32.8,2002-11-21,28.5,11.105072464,24.449275362
chic,31,24.9,2002-11-22,15.5,12.458333333,28.350543478
chic,39,28.5,2002-11-23,22,8.0833333333,25.09375
chic,32,24.4,2002-11-24,10.5,10.697916667,19.364583333
chic,26,18.1,2002-11-25,19.5,6.8645833333,29.489583333
chic,25,21.6,2002-11-26,25.5,2.7930253623,37.53422619
chic,22,16.8,2002-11-27,23,6.004076087,35.473214286
chic,24,20.2,2002-11-28,32.5,7.9479166667,23.614583333
chic,40,29.4,2002-11-29,17,12.447916667,15.114583333
chic,29,15.3,2002-11-30,15,22.645833333,11.90625
chic,25,9.8,2002-12-01,18,14.958333333,17.291666667
chic,29,22.2,2002-12-02,14.5,13.885416667,26.87594697
chic,19,14.6,2002-12-03,24,11.878623188,36.635416667
chic,19,12.8,2002-12-04,35.666666667,5.125,44.468297101
chic,20,12.6,2002-12-05,24,9.3229166667,30.135416667
chic,21,13.6,2002-12-06,41,5.5018939394,25.827898551
chic,35,25.8,2002-12-07,25.5,7.3958333333,21.479166667
chic,22,10.9,2002-12-08,18.5,14.125,24.552083333
chic,20,10.3,2002-12-09,51,6.1512681159,40.920001647
chic,34,18.8,2002-12-10,43.5,3.875,38.21875
chic,32,17.4,2002-12-11,75,3.2432065217,47.760416667
chic,34,30,2002-12-12,30,2.0964673913,28.335037879
chic,36,33.3,2002-12-13,35,3.4207427536,26.013392857
chic,35,30.1,2002-12-14,34.5,6.21875,20.145833333
chic,38,30,2002-12-15,19.5,12.239583333,16.458333333
chic,32,22.3,2002-12-16,14,23.21875,16.713315217
chic,34,27.1,2002-12-17,27.5,8.8532608696,22.354166667
chic,46,47.5,2002-12-18,23,11.816123188,22.385416667
chic,45,36.1,2002-12-19,17,7.0144927536,15.375
chic,32,26,2002-12-20,12,11.03125,12.614583333
chic,31,24.1,2002-12-21,13,14.71875,14.34375
chic,28,20.4,2002-12-22,15,15.114583333,11.552083333
chic,28,16.6,2002-12-23,13.5,12.677083333,17.90625
chic,26,21.1,2002-12-24,15,11.354166667,25.53125
chic,26,22.4,2002-12-25,10,18.291666667,12.510416667
chic,24,18.5,2002-12-26,21.5,9.1666666667,19.743371212
chic,26,22.7,2002-12-27,32.5,4.8111413043,28.260416667
chic,31,28.2,2002-12-28,36.666666667,5.125,25.71875
chic,31,29.3,2002-12-29,39,6.6354166667,25.75
chic,49,43.5,2002-12-30,23,10.416666667,19.90719697
chic,35,20.7,2002-12-31,15,10.239583333,24.395833333
chic,30,22.5,2003-01-01,7,26.302083333,10.916666667
chic,30,25,2003-01-02,7.5,22.674365942,19.367424242
chic,27,20.9,2003-01-03,21.8,10.057971014,32.669191919
chic,25,21.6,2003-01-04,25.5,5.75,33.611111111
chic,31,30.2,2003-01-05,24.5,2.5,26.027777778
chic,30,21.5,2003-01-06,15,13.6875,27.599206349
chic,37,27.7,2003-01-07,21.5,8.6354166667,18.958333333
chic,46,30.6,2003-01-08,21.5,9.1229166667,20.402777778
chic,37,23.8,2003-01-09,14.8,17.585144928,20.958333333
chic,21,9.1,2003-01-10,18,20.039402174,19.430555556
chic,14,2.3,2003-01-11,13,20.322916667,15.875
chic,21,8.1,2003-01-12,20.5,14.395833333,22.638888889
chic,24,5.7,2003-01-13,18.5,17.418478261,24.160714286
chic,14,5.8,2003-01-14,22,14.666666667,24.472222222
chic,13,1.3,2003-01-15,29.8,11.59375,31.722222222
chic,22,4.6,2003-01-16,37,9.3020833333,38.55
chic,17,1.9,2003-01-17,29,17.80932971,29.425505051
chic,15,6.6,2003-01-18,22,16.885416667,22.791666667
chic,16,8.9,2003-01-19,27,16.125,21.166666667
chic,17,-0.7,2003-01-20,42.5,20.25,25.722222222
chic,12,-5.2,2003-01-21,29.6,17.479619565,27.956349206
chic,9,-5.3,2003-01-22,20,18.860795455,23.402777778
chic,4,-9.3,2003-01-23,22,18.729166667,24.932971014
chic,9,-4,2003-01-24,31,10.374547101,29.252192982
chic,25,11.5,2003-01-25,30,13.270833333,21.736111111
chic,10,-2.5,2003-01-26,32,24.583333333,20.180555556
chic,7,0.1,2003-01-27,37.25,9.705615942,40.458333333
chic,26,20.5,2003-01-28,53,4.6109601449,36.902777778
chic,21,17.1,2003-01-29,19,11.49048913,33.513888889
chic,25,20.3,2003-01-30,30,8.2291666667,35.247474747
chic,34,30.4,2003-01-31,40,3.4479166667,26.958333333
chic,33,29.5,2003-02-01,29,6.6770833333,22.605555556
chic,37,33.9,2003-02-02,44.75,6.5833333333,20.458333333
chic,39,37,2003-02-03,46,3.6417572464,29.33459596
chic,21,12.5,2003-02-04,15,20.524003623,16.513888889
chic,18,4.5,2003-02-05,27,13.541666667,27.375
chic,24,13.9,2003-02-06,19,14.263586957,26.486111111
chic,13,1.8,2003-02-07,19,18.03125,23.324275362
chic,20,9.5,2003-02-08,22.666666667,19.020833333,18.555555556
chic,15,0,2003-02-09,18,21.15625,22.083333333
chic,18,9.8,2003-02-10,17,15.374094203,25.119949495
chic,19,4.9,2003-02-11,39,19.333333333,21.458333333
chic,13,0.3,2003-02-12,34,22.46875,21.388888889
chic,22,7.4,2003-02-13,38,12.458333333,35.694444444
chic,25,19.9,2003-02-14,60.5,12.765398551,47.140873016
chic,24,15.1,2003-02-15,9.5,34.083333333,12.833333333
chic,23,12.9,2003-02-16,9,34.78125,12.444444444
chic,27,21.8,2003-02-17,20.5,22.364583333,27.625
chic,31,27.4,2003-02-18,28,10.548007246,30.867063492
chic,33,19.6,2003-02-19,31.5,13,33.180555556
chic,39,23.8,2003-02-20,24,11.109601449,35.527777778
chic,37,24.8,2003-02-21,45.5,5.1666666667,40.597222222
chic,28,24.2,2003-02-22,19,21.072916667,21.027777778
chic,20,7.1,2003-02-23,15.5,29.895833333,17.125
chic,15,8.8,2003-02-24,21.5,19.482336957,28.444444444
chic,8,-2.5,2003-02-25,35.5,11.536684783,37.708333333
chic,18,9.4,2003-02-26,37.2,11.65530303,41.869047619
chic,21,12.9,2003-02-27,37,13.875,43.369565217
chic,27,15.4,2003-02-28,62.5,8.7753623188,57.564393939
chic,NA,22.9,2003-03-01,47.5,9.4166666667,37.444444444
chic,21,15,2003-03-02,19.5,21.145833333,17.694444444
chic,20,14.6,2003-03-03,24.5,13.501811594,33.263888889
chic,25,23.3,2003-03-04,26.6,13.267210145,32.972222222
chic,22,15.6,2003-03-05,12.5,30.408967391,22.583333333
chic,20,16.8,2003-03-06,20,25.520833333,33.638888889
chic,29,25.5,2003-03-07,34,10.943387681,30.042729931
chic,28,22.3,2003-03-08,27,13.697916667,28.694444444
chic,10,-4.2,2003-03-09,11.5,31.739583333,13.208333333
chic,11,0.9,2003-03-10,27.6,20.877717391,28.76984127
chic,31,18.4,2003-03-11,47,15.597908432,29.527777778
chic,36,30.5,2003-03-12,42,15.739583333,29.5
chic,31,24.4,2003-03-13,13,30.072916667,24.380434783
chic,39,23.6,2003-03-14,44,12.864583333,41.394444444
chic,45,37.3,2003-03-15,33.5,6.9895833333,36.263888889
chic,55,47,2003-03-16,43,18.177083333,29.361111111
chic,57,45.6,2003-03-17,33.5,13.606431159,40.319115064
chic,41,38.2,2003-03-18,44.5,28.582880435,27.538888889
chic,43,36.4,2003-03-19,30.5,21.21875,27.791666667
chic,54,47.6,2003-03-20,39.5,7.90625,33.767857143
chic,44,35,2003-03-21,15.5,16.901721014,20.399470899
chic,43,35.2,2003-03-22,22.4,17.291666667,18.831349206
chic,52,34.7,2003-03-23,36,17.947916667,26.626388889
chic,58,41,2003-03-24,49,26.775362319,32.416666667
chic,49,33.5,2003-03-25,23,19.541666667,31.594444444
chic,45,28.7,2003-03-26,45.5,19.162202381,38.326086957
chic,54,33.8,2003-03-27,29.5,22.15625,31.236111111
chic,49,42.7,2003-03-28,18,18.473731884,19.111111111
chic,32,22.3,2003-03-29,8,30.5,15.625
chic,33,20.9,2003-03-30,13,19.479166667,28.138888889
chic,40,26.7,2003-03-31,30,20.367753623,27.674242424
chic,60,40,2003-04-01,50.5,27.053571429,28.413461538
chic,54,38.4,2003-04-02,51,19.717261905,31.817028986
chic,42,37.9,2003-04-03,57,7.4135610766,23.548309179
chic,36,35.1,2003-04-04,10,7.5367494824,20.597222222
chic,29,20.4,2003-04-05,8.5,32.199404762,12.263888889
chic,34,23.2,2003-04-06,8,37.80952381,8.8888888889
chic,32,30.3,2003-04-07,12,25.407608696,16.944444444
chic,32,28.2,2003-04-08,10,31.80952381,19.248188406
chic,36,25.7,2003-04-09,15,34.469073499,30.013888889
chic,42,21.8,2003-04-10,28,23.071428571,43.258838384
chic,51,26,2003-04-11,58.5,22.952380952,43.4375
chic,43,29,2003-04-12,6.5,36.904761905,14.108333333
chic,48,32.9,2003-04-13,22,30.145833333,26.166666667
chic,67,39.3,2003-04-14,66.5,39.634489303,19.797348485
chic,75,42.9,2003-04-15,61.4,40.468944099,20.40497076
chic,55,36.8,2003-04-16,35,27.464285714,21.914141414
chic,42,33.5,2003-04-17,22,23.32034632,23.222222222
chic,43,35.1,2003-04-18,17,22.411102484,23.611111111
chic,60,50,2003-04-19,39,25.711309524,23.888888889
chic,59,49.5,2003-04-20,12.5,33.803571429,12.083333333
chic,47,37.6,2003-04-21,11.2,20.07815735,17.208937198
chic,46,27.5,2003-04-22,13.5,31.779761905,28.569444444
chic,43,23,2003-04-23,16.5,32.125,35.204545455
chic,49,28.4,2003-04-24,37,27.288690476,34.722222222
chic,50,28.5,2003-04-25,29.5,34.257305195,28.483333333
chic,48,24,2003-04-26,15.5,36.110119048,26.569444444
chic,56,28,2003-04-27,34.8,39.642857143,33.333333333
chic,66,39.5,2003-04-28,59,28.070522774,41.678571429
chic,54,38.4,2003-04-29,22,27.834109731,35.761111111
chic,57,48,2003-04-30,24.5,14.130952381,37.592171717
chic,50,47.4,2003-05-01,10.5,15.946428571,27.552083333
chic,45,27.4,2003-05-02,12,37.410714286,18.473958333
chic,46,26.3,2003-05-03,16.6,31.526785714,23.3125
chic,48,35,2003-05-04,19.5,29.547619048,21.041666667
chic,61,51.9,2003-05-05,18,30.94060559,18.686282468
chic,60,47.1,2003-05-06,20.5,28.990036232,24.781702899
chic,53,46.6,2003-05-07,19,26.866055254,24.005208333
chic,55,47.8,2003-05-08,23,23.471361519,25.09375
chic,69,56.8,2003-05-09,34.8,25.72339221,32.510416667
chic,65,57.9,2003-05-10,21.5,26.447916667,30.072916667
chic,60,44.5,2003-05-11,8.5,22.899553571,7.9479166667
chic,59,38.3,2003-05-12,30.5,31.297173501,20.700757576
chic,61,35.8,2003-05-13,22,26.227435947,29.148550725
chic,53,44.2,2003-05-14,25,17.027287138,38.21875
chic,52,45.4,2003-05-15,19.4,35.572916667,22.359375
chic,55,45.6,2003-05-16,21,30.450520833,28.972334957
chic,59,50.3,2003-05-17,21.5,35.674479167,17.59375
chic,60,52.3,2003-05-18,22,30.7109375,15.364583333
chic,66,61.4,2003-05-19,40.5,13.214900362,22.588541667
chic,58,45.3,2003-05-20,14,24.953125,17.765625
chic,51,36,2003-05-21,12,20.943727355,14.84375
chic,50,33.6,2003-05-22,17.5,31.244225543,23.499255952
chic,53,35.2,2003-05-23,24.5,31.393229167,33.082927489
chic,57,38.7,2003-05-24,20,33.864583333,23
chic,57,42.8,2003-05-25,10,32.71875,14.510416667
chic,59,44.8,2003-05-26,12.5,28.130208333,18.411458333
chic,62,46.3,2003-05-27,25,21.161767128,28.245738636
chic,65,52,2003-05-28,50.5,16.221055665,36.030438312
chic,58,46.8,2003-05-29,17,15.865149457,26.005208333
chic,58,51.8,2003-05-30,46.5,17.747426713,36.15625
chic,48,42.7,2003-05-31,9.5,28.424479167,15.333333333
chic,51,34.4,2003-06-01,13,26.375,22.5
chic,53,42.8,2003-06-02,31,19.205492424,37.637784091
chic,57,46.9,2003-06-03,18.5,38.973052536,30.192708333
chic,58,41.8,2003-06-04,25,31.84375,30.609375
chic,63,44.9,2003-06-05,39,27.708333333,41.505952381
chic,61,51.7,2003-06-06,55,22.78125,45.916666667
chic,66,53.3,2003-06-07,28,38.893229167,26.9375
chic,62,56.1,2003-06-08,16,26.200520833,20.364583333
chic,65,53.2,2003-06-09,22.5,32.804450758,21.875
chic,66,60.3,2003-06-10,36,30.432291667,31.833333333
chic,61,52.6,2003-06-11,11.5,31.190104167,16.726934524
chic,61,55.1,2003-06-12,22,28.466506094,24.69047619
chic,64,58.3,2003-06-13,21,21.927083333,28.598958333
chic,65,54.7,2003-06-14,19.8,33.916666667,21.807291667
chic,66,54.4,2003-06-15,13.5,31.046875,13.447916667
chic,66,48.9,2003-06-16,22,34.084012681,24.354454875
chic,67,47.2,2003-06-17,38.5,42.654706028,38.439538043
chic,74,58.7,2003-06-18,75,32.967741271,43.714583333
chic,60,39.8,2003-06-19,9,33.166769598,11.375
chic,59,40.9,2003-06-20,22.4,27.330729167,22.447916667
chic,64,46.9,2003-06-21,28,25.526041667,30.083333333
chic,70,51.7,2003-06-22,38,40.0078125,32.541666667
chic,75,55.4,2003-06-23,52.5,43.346014493,32.510890152
chic,79,62.4,2003-06-24,68.5,56.166079957,26.864583333
chic,82,65.1,2003-06-25,66,56.136662138,22.949337121
chic,68,56,2003-06-26,18.6,25.480978261,15.625
chic,70,51.6,2003-06-27,34,33.447916667,20.927083333
chic,73,60.6,2003-06-28,25,35.268229167,20.6875
chic,74,56.6,2003-06-29,22.5,29.354166667,21.447916667
chic,72,53.9,2003-06-30,50,28.221693841,32.926177536
chic,73,53.4,2003-07-01,40.5,42.09335886,31.552083333
chic,75,55.5,2003-07-02,45.6,50.205615942,34.748835404
chic,79,65.4,2003-07-03,71.5,35.343523551,34.723958333
chic,84,68.4,2003-07-04,47.5,45.661458333,21.34375
chic,78,66.2,2003-07-05,24.5,50.861979167,18.713541667
chic,78,68.6,2003-07-06,26.5,40.932291667,16.411458333
chic,79,70.8,2003-07-07,42,25.251132246,23.828125
chic,72,64.6,2003-07-08,18.5,24.096354167,22.442481884
chic,69,61.2,2003-07-09,16.5,30.094717556,17.816287879
chic,73,63.5,2003-07-10,14.5,26.01415308,15.661458333
chic,69,56.5,2003-07-11,18,22.397365196,15.741394928
chic,71,54.5,2003-07-12,18,22.947916667,21.8125
chic,70,56.3,2003-07-13,27.5,31.395833333,28.354166667
chic,70,58.9,2003-07-14,35.8,31.440330616,31.786458333
chic,77,64.4,2003-07-15,25,39.302083333,17.84375
chic,72,57.1,2003-07-16,19,21.176403986,26.12817029
chic,75,65.1,2003-07-17,35.5,29.904098732,29.155844156
chic,66,53.2,2003-07-18,11.5,26.12035779,16.070075758
chic,68,53.2,2003-07-19,22,31.135416667,24.395833333
chic,76,65.4,2003-07-20,26.75,30.721354167,20.666666667
chic,75,64.4,2003-07-21,18,35.667798913,18.290178571
chic,68,58.2,2003-07-22,9.5,21.278532609,9.9161931818
chic,67,53.1,2003-07-23,8.5,19.4765625,11.947916667
chic,67,47.8,2003-07-24,25,15.797441123,21.166213768
chic,71,57.7,2003-07-25,52.5,32.281363225,24.875
chic,77,63.2,2003-07-26,37.8,49.065104167,14.270833333
chic,74,63.1,2003-07-27,21,32.1171875,11.802083333
chic,65,58,2003-07-28,22,22.159986413,16.447043219
chic,68,51.4,2003-07-29,36.5,24.308197464,25.951992754
chic,69,55.9,2003-07-30,45.5,28.68138587,36.993453557
chic,75,63,2003-07-31,54,34.650094697,28.065340909
chic,75,64.4,2003-08-01,37,32.3828125,30.554924242
chic,72,62.4,2003-08-02,25.5,24.606770833,21.479166667
chic,71,64.1,2003-08-03,20.5,20.760416667,24.833333333
chic,69,62.4,2003-08-04,20.5,29.521173007,22.208333333
chic,71,62.6,2003-08-05,35.5,25.647871377,31.870018116
chic,74,65.6,2003-08-06,47.5,15.680181571,42.1875
chic,73,64.6,2003-08-07,23,22.641366107,19.453218244
chic,69,64.3,2003-08-08,10,18.932291667,10.735507246
chic,70,60.8,2003-08-09,11,22.158854167,13.395833333
chic,73,59.4,2003-08-10,18.5,24.065104167,16.385416667
chic,69,64,2003-08-11,18.5,17.369565217,17.275
chic,71,64.4,2003-08-12,13.5,24.649147727,11.213541667
chic,72,66.6,2003-08-13,28.6,29.757019928,14.641304348
chic,77,71.4,2003-08-14,50.5,37.686173654,26.6875
chic,79,71.6,2003-08-15,55,24.884624094,28.830492424
chic,83,69.1,2003-08-16,41.5,41.109375,16.71875
chic,78,63.4,2003-08-17,19,33.0078125,10.442708333
chic,73,60,2003-08-18,26.5,25.169981061,23.383152174
chic,71,60.4,2003-08-19,30.25,25.882586051,31.502717391
chic,77,67.7,2003-08-20,59,40.343297101,31.072443182
chic,84,70.4,2003-08-21,63,46.723505435,24.227678571
chic,71,57.2,2003-08-22,17,24.010190217,14.886837121
chic,69,55.9,2003-08-23,14,19.7421875,14.557291667
chic,72,62.3,2003-08-24,25,33.229166667,18.322916667
chic,83,67.1,2003-08-25,52.4,47.633718297,26.278985507
chic,82,69.1,2003-08-26,50.5,40.3125,34.075757576
chic,74,62.6,2003-08-27,20,30.297101449,24.380208333
chic,76,65.7,2003-08-28,44.5,37.081748188,26.234375
chic,76,63.4,2003-08-29,25,31.035714286,21.333333333
chic,68,51.3,2003-08-30,7,27.452380952,9.6145833333
chic,66,57.5,2003-08-31,18,26.169642857,13.828125
chic,63,61.4,2003-09-01,7,32.928571429,7.6979166667
chic,67,59.9,2003-09-02,21,31.823757764,21.859375
chic,72,58.8,2003-09-03,30.5,22.012001812,25.463768116
chic,62,51.7,2003-09-04,11.5,18.611186594,19.20014881
chic,62,50.9,2003-09-05,32.5,14.183197464,28.833333333
chic,66,53.3,2003-09-06,25.5,24.453125,32.682291667
chic,73,60.3,2003-09-07,30.5,31.005208333,30.739583333
chic,72,61.7,2003-09-08,68,22.044384058,43.84375
chic,72,63.1,2003-09-09,45,29.454483696,30.966856061
chic,72,63.3,2003-09-10,51.5,32.334300889,29.671648551
chic,74,60.6,2003-09-11,58.5,39.226222826,26.863224638
chic,72,60.7,2003-09-12,46.25,29.950407609,29.620833333
chic,75,63,2003-09-13,47.5,39.859375,21.885416667
chic,67,61.2,2003-09-14,17,24.911458333,16.572916667
chic,63,47.5,2003-09-15,27.5,13.011837121,26.427083333
chic,66,50,2003-09-16,58.5,17.481122365,35.979166667
chic,68,52.7,2003-09-17,41.5,28.682291667,35.315340909
chic,68,54.2,2003-09-18,40.2,37.390625,31.46875
chic,58,47.2,2003-09-19,25,15.913043478,18.270833333
chic,56,43,2003-09-20,26,16.713541667,19.989583333
chic,62,50.5,2003-09-21,30,32.390625,19.541666667
